date,amount,category,entity,currency,gl_code,cost_center,source_file
2023-12-26,4010.35,Travel & Expenses,UBER,USD,GL-3955,CC-92,mock_enterprise_spend.csv
2023-12-26,49021.6,Marketing,FACEBOOK ADS,USD,GL-2609,CC-76,mock_enterprise_spend.csv
2023-12-27,4230.52,Office Supplies,OFFICE DEPOT,USD,GL-1606,CC-35,mock_enterprise_spend.csv
2023-12-27,4037.96,Travel & Expenses,MARRIOTT,USD,GL-5079,CC-76,mock_enterprise_spend.csv
2023-12-27,12305.51,Legal,KIRKLAND & ELLIS,USD,GL-8242,CC-99,mock_enterprise_spend.csv
2023-12-27,21921.64,Professional Services,PWC,USD,GL-6423,CC-22,mock_enterprise_spend.csv
2023-12-27,17572.51,Payroll,GUSTO,USD,GL-1812,CC-39,mock_enterprise_spend.csv
2023-12-27,4598.69,Travel & Expenses,DELTA,USD,GL-2226,CC-79,mock_enterprise_spend.csv
2023-12-27,26737.75,Cloud Infrastructure,AWS,USD,GL-8711,CC-74,mock_enterprise_spend.csv
2023-12-27,937.81,Travel & Expenses,LYFT,USD,GL-7287,CC-78,mock_enterprise_spend.csv
2023-12-27,572.09,Logistics,MAERSK,USD,GL-1847,CC-45,mock_enterprise_spend.csv
2023-12-28,1975.36,Payroll,ADP,USD,GL-7280,CC-84,mock_enterprise_spend.csv
2023-12-28,4391.6,Travel & Expenses,UNITED,USD,GL-8938,CC-33,mock_enterprise_spend.csv
2023-12-28,46424.88,Professional Services,EY,USD,GL-5959,CC-56,mock_enterprise_spend.csv
2023-12-29,30203.6,Legal,SKADDEN,USD,GL-8831,CC-42,mock_enterprise_spend.csv
2023-12-29,4440.28,Travel & Expenses,AMERICAN AIRLINES,USD,GL-6476,CC-48,mock_enterprise_spend.csv
2023-12-29,11895.77,Professional Services,SLALOM,USD,GL-8218,CC-16,mock_enterprise_spend.csv
2023-12-29,44112.29,Legal,KIRKLAND & ELLIS,USD,GL-2467,CC-66,mock_enterprise_spend.csv
2023-12-29,710.73,Office Supplies,OFFICE DEPOT,USD,GL-1612,CC-47,mock_enterprise_spend.csv
2023-12-29,19978.8,Marketing,LINKEDIN ADS,USD,GL-2937,CC-49,mock_enterprise_spend.csv
2023-12-29,47748.5,Marketing,GOOGLE ADS,USD,GL-2525,CC-48,mock_enterprise_spend.csv
2023-12-29,7354.27,Marketing,GOOGLE ADS,USD,GL-9022,CC-53,mock_enterprise_spend.csv
2023-12-30,527.16,Payroll,RIPPLING,USD,GL-4020,CC-92,mock_enterprise_spend.csv
2023-12-30,32360.09,Professional Services,EY,USD,GL-9207,CC-44,mock_enterprise_spend.csv
2023-12-30,4866.42,Cloud Infrastructure,DATADOG,USD,GL-4833,CC-97,mock_enterprise_spend.csv
2023-12-30,1704.51,Office Supplies,OFFICE DEPOT,USD,GL-2792,CC-82,mock_enterprise_spend.csv
2023-12-30,2828.32,Travel & Expenses,UBER,USD,GL-6434,CC-14,mock_enterprise_spend.csv
2023-12-31,1946.39,SaaS,DOCUSIGN,USD,GL-1320,CC-98,mock_enterprise_spend.csv
2023-12-31,248.29,Logistics,XPO,USD,GL-7541,CC-69,mock_enterprise_spend.csv
2024-01-01,35573.71,Marketing,MARKETO,USD,GL-7465,CC-14,mock_enterprise_spend.csv
2024-01-01,18751.83,Payroll,RIPPLING,USD,GL-5264,CC-46,mock_enterprise_spend.csv
2024-01-01,13282.7,Payroll,RIPPLING,USD,GL-2329,CC-35,mock_enterprise_spend.csv
2024-01-02,18238.77,Professional Services,MCKINSEY,USD,GL-6995,CC-73,mock_enterprise_spend.csv
2024-01-02,25041.95,Legal,KIRKLAND & ELLIS,USD,GL-1801,CC-33,mock_enterprise_spend.csv
2024-01-02,33285.8,Legal,COOLEY,USD,GL-5108,CC-74,mock_enterprise_spend.csv
2024-01-02,3500.2,SaaS,HUBSPOT,USD,GL-2922,CC-33,mock_enterprise_spend.csv
2024-01-02,1261.04,Office Supplies,AMAZON BUSINESS,USD,GL-1379,CC-84,mock_enterprise_spend.csv
2024-01-02,5170.88,SaaS,GTLAB,USD,GL-9191,CC-13,mock_enterprise_spend.csv
2024-01-02,2047.23,Logistics,MAERSK,USD,GL-4542,CC-48,mock_enterprise_spend.csv
2024-01-03,23349.48,Professional Services,DELOITTE,USD,GL-7504,CC-77,mock_enterprise_spend.csv
2024-01-03,161.01,Office Supplies,AMAZON BUSINESS,USD,GL-1608,CC-73,mock_enterprise_spend.csv
2024-01-03,51671.49,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-2013,CC-85,mock_enterprise_spend.csv
2024-01-03,4054.65,SaaS,ZENDESK,USD,GL-2376,CC-47,mock_enterprise_spend.csv
2024-01-03,53751.75,Cloud Infrastructure,AZURE,USD,GL-3587,CC-45,mock_enterprise_spend.csv
2024-01-03,3985.31,Office Supplies,WBMASON,USD,GL-7666,CC-36,mock_enterprise_spend.csv
2024-01-03,3712.68,Cloud Infrastructure,AZURE,USD,GL-2492,CC-30,mock_enterprise_spend.csv
2024-01-03,24311.44,Professional Services,EY,USD,GL-6129,CC-42,mock_enterprise_spend.csv
2024-01-03,28114.79,Legal,KIRKLAND & ELLIS,USD,GL-7371,CC-40,mock_enterprise_spend.csv
2024-01-03,4341.95,Travel & Expenses,HILTON,USD,GL-9764,CC-32,mock_enterprise_spend.csv
2024-01-03,226.17,Travel & Expenses,UBER,USD,GL-6070,CC-13,mock_enterprise_spend.csv
2024-01-04,477.38,SaaS,SLACK,USD,GL-7606,CC-21,mock_enterprise_spend.csv
2024-01-04,11882.95,Payroll,RIPPLING,USD,GL-4909,CC-62,mock_enterprise_spend.csv
2024-01-04,362520.5,Payroll,GUSTO,USD,GL-1907,CC-43,mock_enterprise_spend.csv
2024-01-04,12473.56,SaaS,SLACK,USD,GL-5613,CC-71,mock_enterprise_spend.csv
2024-01-04,13170.44,Marketing,MARKETO,USD,GL-3898,CC-66,mock_enterprise_spend.csv
2024-01-04,6468.06,Marketing,HUBSPOT,USD,GL-5228,CC-83,mock_enterprise_spend.csv
2024-01-05,28139.33,Legal,SKADDEN,USD,GL-9694,CC-20,mock_enterprise_spend.csv
2024-01-05,27213.65,Cloud Infrastructure,AZURE,USD,GL-8460,CC-93,mock_enterprise_spend.csv
2024-01-05,8355.36,Cloud Infrastructure,SNOWFLAKE,USD,GL-1553,CC-44,mock_enterprise_spend.csv
2024-01-05,3520.43,Travel & Expenses,HILTON,USD,GL-2833,CC-21,mock_enterprise_spend.csv
2024-01-05,2425.38,Logistics,FEDEX,USD,GL-9055,CC-70,mock_enterprise_spend.csv
2024-01-05,2338.63,SaaS,GTLAB,USD,GL-2220,CC-24,mock_enterprise_spend.csv
2024-01-05,23757.12,SaaS,SALESFORCE,USD,GL-1514,CC-42,mock_enterprise_spend.csv
2024-01-05,4280.01,Logistics,XPO,USD,GL-1737,CC-56,mock_enterprise_spend.csv
2024-01-05,22700.42,Legal,WILSON SONSINI,USD,GL-5180,CC-36,mock_enterprise_spend.csv
2024-01-06,26011.19,Marketing,FACEBOOK ADS,USD,GL-9843,CC-12,mock_enterprise_spend.csv
2024-01-06,2472.79,Logistics,MAERSK,USD,GL-5314,CC-84,mock_enterprise_spend.csv
2024-01-06,3299.89,SaaS,WORKDAY,USD,GL-3953,CC-23,mock_enterprise_spend.csv
2024-01-06,1540.53,Marketing,LINKEDIN ADS,USD,GL-3105,CC-89,mock_enterprise_spend.csv
2024-01-06,3370.12,Travel & Expenses,UBER,USD,GL-6002,CC-98,mock_enterprise_spend.csv
2024-01-06,569.4,Logistics,DHL,USD,GL-4532,CC-33,mock_enterprise_spend.csv
2024-01-06,26075.43,Legal,SKADDEN,USD,GL-2194,CC-50,mock_enterprise_spend.csv
2024-01-06,1540.18,Logistics,RYDER,USD,GL-5284,CC-23,mock_enterprise_spend.csv
2024-01-06,405.29,Office Supplies,WBMASON,USD,GL-5542,CC-88,mock_enterprise_spend.csv
2024-01-06,21246.82,Professional Services,KPMG,USD,GL-8777,CC-56,mock_enterprise_spend.csv
2024-01-07,46050.21,Marketing,HUBSPOT,USD,GL-7252,CC-93,mock_enterprise_spend.csv
2024-01-07,4504.27,SaaS,GTLAB,USD,GL-5661,CC-81,mock_enterprise_spend.csv
2024-01-07,20350.83,Professional Services,PWC,USD,GL-2591,CC-52,mock_enterprise_spend.csv
2024-01-07,1134.21,SaaS,ZENDESK,USD,GL-4069,CC-52,mock_enterprise_spend.csv
2024-01-08,3610.8,Logistics,UPS,USD,GL-7599,CC-14,mock_enterprise_spend.csv
2024-01-08,2339.55,Travel & Expenses,DELTA,USD,GL-8584,CC-51,mock_enterprise_spend.csv
2024-01-08,1055.95,Logistics,FEDEX,USD,GL-4586,CC-24,mock_enterprise_spend.csv
2024-01-08,2466.48,Office Supplies,WBMASON,USD,GL-9890,CC-79,mock_enterprise_spend.csv
2024-01-09,1534.6,Travel & Expenses,AMERICAN AIRLINES,USD,GL-1083,CC-65,mock_enterprise_spend.csv
2024-01-09,14387.1,Payroll,PAYCHEX,USD,GL-2552,CC-86,mock_enterprise_spend.csv
2024-01-09,4998.6,Office Supplies,OFFICE DEPOT,USD,GL-2300,CC-86,mock_enterprise_spend.csv
2024-01-09,2763.34,SaaS,HUBSPOT,USD,GL-4492,CC-97,mock_enterprise_spend.csv
2024-01-09,263.35,Logistics,RYDER,USD,GL-3088,CC-90,mock_enterprise_spend.csv
2024-01-09,637.61,Office Supplies,STAPLES,USD,GL-9934,CC-42,mock_enterprise_spend.csv
2024-01-10,858.67,Logistics,XPO,USD,GL-3110,CC-12,mock_enterprise_spend.csv
2024-01-10,2937.1,Office Supplies,OFFICE DEPOT,USD,GL-1661,CC-74,mock_enterprise_spend.csv
2024-01-10,3281.01,Cloud Infrastructure,AWS,USD,GL-6609,CC-38,mock_enterprise_spend.csv
2024-01-10,2003.83,Cloud Infrastructure,SNOWFLAKE,USD,GL-9515,CC-70,mock_enterprise_spend.csv
2024-01-10,725.38,Travel & Expenses,MARRIOTT,USD,GL-7925,CC-74,mock_enterprise_spend.csv
2024-01-10,34981.94,Professional Services,DELOITTE,USD,GL-7156,CC-36,mock_enterprise_spend.csv
2024-01-10,28697.38,Legal,LATHAM & WATKINS,USD,GL-9751,CC-13,mock_enterprise_spend.csv
2024-01-11,23917.97,Professional Services,SLALOM,USD,GL-2807,CC-88,mock_enterprise_spend.csv
2024-01-11,9863.34,Payroll,ADP,USD,GL-7408,CC-34,mock_enterprise_spend.csv
2024-01-11,8855.48,Cloud Infrastructure,AWS,USD,GL-6553,CC-69,mock_enterprise_spend.csv
2024-01-11,3145.38,Logistics,RYDER,USD,GL-4185,CC-32,mock_enterprise_spend.csv
2024-01-12,23250.81,Payroll,DEEL,USD,GL-8158,CC-22,mock_enterprise_spend.csv
2024-01-12,1439.03,SaaS,ZENDESK,USD,GL-4119,CC-18,mock_enterprise_spend.csv
2024-01-12,14242.14,Marketing,HUBSPOT,USD,GL-3895,CC-75,mock_enterprise_spend.csv
2024-01-12,43112.81,Payroll,ADP,USD,GL-8068,CC-13,mock_enterprise_spend.csv
2024-01-12,12295.89,SaaS,DOCUSIGN,USD,GL-8931,CC-88,mock_enterprise_spend.csv
2024-01-12,32706.21,Cloud Infrastructure,DATADOG,USD,GL-6810,CC-39,mock_enterprise_spend.csv
2024-01-12,28197.5,Legal,COOLEY,USD,GL-7567,CC-87,mock_enterprise_spend.csv
2024-01-12,3235.15,SaaS,WORKDAY,USD,GL-6574,CC-85,mock_enterprise_spend.csv
2024-01-13,1797.6,Office Supplies,STAPLES,USD,GL-3587,CC-88,mock_enterprise_spend.csv
2024-01-13,27421.48,Legal,SKADDEN,USD,GL-9051,CC-61,mock_enterprise_spend.csv
2024-01-13,75186.51,Cloud Infrastructure,DATADOG,USD,GL-4287,CC-56,mock_enterprise_spend.csv
2024-01-13,25787.99,Legal,LATHAM & WATKINS,USD,GL-1934,CC-38,mock_enterprise_spend.csv
2024-01-13,15981.45,Marketing,LINKEDIN ADS,USD,GL-3608,CC-21,mock_enterprise_spend.csv
2024-01-13,2508.64,Logistics,MAERSK,USD,GL-2970,CC-81,mock_enterprise_spend.csv
2024-01-13,1229.0,Logistics,RYDER,USD,GL-5979,CC-73,mock_enterprise_spend.csv
2024-01-13,477.82,SaaS,HUBSPOT,USD,GL-7879,CC-58,mock_enterprise_spend.csv
2024-01-13,1452.26,Travel & Expenses,DELTA,USD,GL-1805,CC-13,mock_enterprise_spend.csv
2024-01-13,1566.76,Travel & Expenses,AMERICAN AIRLINES,USD,GL-5036,CC-99,mock_enterprise_spend.csv
2024-01-14,2092.48,Office Supplies,STAPLES,USD,GL-6788,CC-93,mock_enterprise_spend.csv
2024-01-14,48525.81,Marketing,MARKETO,USD,GL-3459,CC-30,mock_enterprise_spend.csv
2024-01-14,10763.62,Cloud Infrastructure,SNOWFLAKE,USD,GL-9631,CC-15,mock_enterprise_spend.csv
2024-01-14,47068.6,Payroll,DEEL,USD,GL-8606,CC-60,mock_enterprise_spend.csv
2024-01-15,16264.53,Legal,LATHAM & WATKINS,USD,GL-1859,CC-92,mock_enterprise_spend.csv
2024-01-15,3651.77,Logistics,RYDER,USD,GL-8472,CC-46,mock_enterprise_spend.csv
2024-01-15,5826.78,SaaS,NOTION,USD,GL-9398,CC-20,mock_enterprise_spend.csv
2024-01-15,109877.01,Payroll,PAYCHEX,USD,GL-7082,CC-80,mock_enterprise_spend.csv
2024-01-15,63712.35,Cloud Infrastructure,AZURE,USD,GL-6349,CC-59,mock_enterprise_spend.csv
2024-01-15,3815.89,Office Supplies,AMAZON BUSINESS,USD,GL-3519,CC-13,mock_enterprise_spend.csv
2024-01-15,7182.36,Cloud Infrastructure,DATADOG,USD,GL-2679,CC-74,mock_enterprise_spend.csv
2024-01-15,20566.48,Marketing,GOOGLE ADS,USD,GL-1050,CC-68,mock_enterprise_spend.csv
2024-01-15,60378.35,Cloud Infrastructure,DATADOG,USD,GL-1971,CC-70,mock_enterprise_spend.csv
2024-01-16,27911.77,Legal,SKADDEN,USD,GL-8500,CC-84,mock_enterprise_spend.csv
2024-01-16,1825.64,Office Supplies,OFFICE DEPOT,USD,GL-1692,CC-30,mock_enterprise_spend.csv
2024-01-16,1601.26,Payroll,ADP,USD,GL-4511,CC-69,mock_enterprise_spend.csv
2024-01-16,38119.72,Professional Services,MCKINSEY,USD,GL-2100,CC-10,mock_enterprise_spend.csv
2024-01-16,2619.35,Office Supplies,OFFICE DEPOT,USD,GL-5043,CC-41,mock_enterprise_spend.csv
2024-01-16,23755.47,Professional Services,PWC,USD,GL-1617,CC-21,mock_enterprise_spend.csv
2024-01-17,4675.99,Logistics,RYDER,USD,GL-3864,CC-49,mock_enterprise_spend.csv
2024-01-17,2175.28,SaaS,ASANA,USD,GL-6918,CC-52,mock_enterprise_spend.csv
2024-01-17,1880.26,SaaS,ZENDESK,USD,GL-8517,CC-95,mock_enterprise_spend.csv
2024-01-17,31231.43,Payroll,PAYCHEX,USD,GL-3040,CC-88,mock_enterprise_spend.csv
2024-01-17,47181.33,Payroll,DEEL,USD,GL-1289,CC-88,mock_enterprise_spend.csv
2024-01-17,4431.93,Logistics,DHL,USD,GL-8255,CC-12,mock_enterprise_spend.csv
2024-01-17,23954.1,Legal,KIRKLAND & ELLIS,USD,GL-7847,CC-88,mock_enterprise_spend.csv
2024-01-17,18557.03,Legal,WILSON SONSINI,USD,GL-1640,CC-53,mock_enterprise_spend.csv
2024-01-18,6775.18,Payroll,GUSTO,USD,GL-6247,CC-19,mock_enterprise_spend.csv
2024-01-18,6956.29,SaaS,SLACK,USD,GL-4633,CC-57,mock_enterprise_spend.csv
2024-01-18,1074.61,Logistics,XPO,USD,GL-2117,CC-92,mock_enterprise_spend.csv
2024-01-18,5477.71,SaaS,DOCUSIGN,USD,GL-4955,CC-81,mock_enterprise_spend.csv
2024-01-18,30029.0,Legal,SKADDEN,USD,GL-9574,CC-57,mock_enterprise_spend.csv
2024-01-18,468.6,Office Supplies,OFFICE DEPOT,USD,GL-1549,CC-45,mock_enterprise_spend.csv
2024-01-18,4741.51,Logistics,FEDEX,USD,GL-5545,CC-45,mock_enterprise_spend.csv
2024-01-18,15891.46,Professional Services,KPMG,USD,GL-4133,CC-54,mock_enterprise_spend.csv
2024-01-18,2931.88,Travel & Expenses,UBER,USD,GL-4903,CC-26,mock_enterprise_spend.csv
2024-01-18,1702.19,Logistics,XPO,USD,GL-2901,CC-77,mock_enterprise_spend.csv
2024-01-18,35852.67,Legal,KIRKLAND & ELLIS,USD,GL-3572,CC-18,mock_enterprise_spend.csv
2024-01-18,3399.53,Cloud Infrastructure,AWS,USD,GL-4452,CC-58,mock_enterprise_spend.csv
2024-01-19,33249.83,Marketing,MARKETO,USD,GL-5174,CC-98,mock_enterprise_spend.csv
2024-01-19,22935.35,Professional Services,MCKINSEY,USD,GL-6856,CC-59,mock_enterprise_spend.csv
2024-01-19,22993.34,Professional Services,MCKINSEY,USD,GL-6605,CC-64,mock_enterprise_spend.csv
2024-01-19,2874.52,Travel & Expenses,HILTON,USD,GL-6760,CC-39,mock_enterprise_spend.csv
2024-01-19,40326.7,Marketing,MARKETO,USD,GL-6703,CC-84,mock_enterprise_spend.csv
2024-01-19,87350.29,Payroll,DEEL,USD,GL-2940,CC-78,mock_enterprise_spend.csv
2024-01-20,21141.69,Payroll,DEEL,USD,GL-1841,CC-41,mock_enterprise_spend.csv
2024-01-20,3071.36,Travel & Expenses,UNITED,USD,GL-8560,CC-21,mock_enterprise_spend.csv
2024-01-20,3335.05,Payroll,DEEL,USD,GL-8746,CC-58,mock_enterprise_spend.csv
2024-01-20,5653.3,Marketing,HUBSPOT,USD,GL-1477,CC-53,mock_enterprise_spend.csv
2024-01-20,4068.44,Travel & Expenses,DELTA,USD,GL-2842,CC-73,mock_enterprise_spend.csv
2024-01-20,41054.73,Marketing,GOOGLE ADS,USD,GL-5749,CC-47,mock_enterprise_spend.csv
2024-01-20,3191.98,Office Supplies,STAPLES,USD,GL-1438,CC-86,mock_enterprise_spend.csv
2024-01-21,1443.53,Office Supplies,OFFICE DEPOT,USD,GL-5526,CC-49,mock_enterprise_spend.csv
2024-01-21,3382.53,SaaS,SALESFORCE,USD,GL-7267,CC-64,mock_enterprise_spend.csv
2024-01-21,8976.46,Cloud Infrastructure,SNOWFLAKE,USD,GL-4417,CC-58,mock_enterprise_spend.csv
2024-01-21,22388.85,Payroll,RIPPLING,USD,GL-7463,CC-11,mock_enterprise_spend.csv
2024-01-21,24018.33,Legal,COOLEY,USD,GL-9368,CC-25,mock_enterprise_spend.csv
2024-01-21,49618.12,Cloud Infrastructure,AZURE,USD,GL-9577,CC-74,mock_enterprise_spend.csv
2024-01-21,6465.41,Cloud Infrastructure,DATADOG,USD,GL-5382,CC-90,mock_enterprise_spend.csv
2024-01-21,293.64,Travel & Expenses,UBER,USD,GL-8765,CC-49,mock_enterprise_spend.csv
2024-01-22,7597.92,Payroll,DEEL,USD,GL-2590,CC-15,mock_enterprise_spend.csv
2024-01-22,28213.0,Legal,WILSON SONSINI,USD,GL-5143,CC-97,mock_enterprise_spend.csv
2024-01-22,2464.78,Office Supplies,OFFICE DEPOT,USD,GL-2770,CC-70,mock_enterprise_spend.csv
2024-01-22,42196.09,Payroll,RIPPLING,USD,GL-4478,CC-84,mock_enterprise_spend.csv
2024-01-22,995.09,Office Supplies,AMAZON BUSINESS,USD,GL-1657,CC-35,mock_enterprise_spend.csv
2024-01-23,17271.52,Payroll,GUSTO,USD,GL-6943,CC-94,mock_enterprise_spend.csv
2024-01-23,14021.46,Payroll,RIPPLING,USD,GL-2955,CC-58,mock_enterprise_spend.csv
2024-01-23,38391.21,Professional Services,ACCENTURE,USD,GL-7455,CC-29,mock_enterprise_spend.csv
2024-01-24,1363.02,SaaS,SALESFORCE,USD,GL-6187,CC-83,mock_enterprise_spend.csv
2024-01-24,13513.1,Legal,LATHAM & WATKINS,USD,GL-3061,CC-72,mock_enterprise_spend.csv
2024-01-24,7224.49,SaaS,HUBSPOT,USD,GL-8432,CC-29,mock_enterprise_spend.csv
2024-01-24,1191.68,SaaS,ASANA,USD,GL-2389,CC-95,mock_enterprise_spend.csv
2024-01-24,1404.52,Office Supplies,STAPLES,USD,GL-5353,CC-16,mock_enterprise_spend.csv
2024-01-24,1113.95,Travel & Expenses,UNITED,USD,GL-5809,CC-94,mock_enterprise_spend.csv
2024-01-24,472.48,Logistics,RYDER,USD,GL-3161,CC-49,mock_enterprise_spend.csv
2024-01-24,2954.86,Office Supplies,OFFICE DEPOT,USD,GL-7303,CC-55,mock_enterprise_spend.csv
2024-01-24,7564.78,Payroll,PAYCHEX,USD,GL-6384,CC-69,mock_enterprise_spend.csv
2024-01-24,67209.3,Cloud Infrastructure,AWS,USD,GL-7456,CC-78,mock_enterprise_spend.csv
2024-01-24,19844.89,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-2611,CC-22,mock_enterprise_spend.csv
2024-01-25,10369.12,Cloud Infrastructure,SNOWFLAKE,USD,GL-9964,CC-47,mock_enterprise_spend.csv
2024-01-25,2624.34,Logistics,UPS,USD,GL-9866,CC-14,mock_enterprise_spend.csv
2024-01-25,36781.37,Legal,LATHAM & WATKINS,USD,GL-9133,CC-87,mock_enterprise_spend.csv
2024-01-25,31141.33,Marketing,MAILCHIMP,USD,GL-8206,CC-91,mock_enterprise_spend.csv
2024-01-25,4370.01,Logistics,FEDEX,USD,GL-1735,CC-82,mock_enterprise_spend.csv
2024-01-25,673.79,Cloud Infrastructure,SNOWFLAKE,USD,GL-5041,CC-41,mock_enterprise_spend.csv
2024-01-25,8034.4,Professional Services,PWC,USD,GL-9302,CC-31,mock_enterprise_spend.csv
2024-01-25,4873.47,Travel & Expenses,LYFT,USD,GL-8773,CC-33,mock_enterprise_spend.csv
2024-01-25,61103.48,Cloud Infrastructure,AZURE,USD,GL-2114,CC-99,mock_enterprise_spend.csv
2024-01-25,15430.35,Legal,WILSON SONSINI,USD,GL-8300,CC-72,mock_enterprise_spend.csv
2024-01-25,20097.69,Professional Services,SLALOM,USD,GL-5654,CC-33,mock_enterprise_spend.csv
2024-01-25,24783.98,Cloud Infrastructure,GOOGLE CLOUD,USD,GL-1162,CC-19,mock_enterprise_spend.csv
2024-01-25,68540.7,Payroll,ADP,USD,GL-2844,CC-21,mock_enterprise_spend.csv
2024-01-26,1171.15,Office Supplies,AMAZON BUSINESS,USD,GL-5644,CC-20,mock_enterprise_spend.csv
2024-01-26,4104.03,Cloud Infrastructure,AWS,USD,GL-3734,CC-23,mock_enterprise_spend.csv
2024-01-26,24198.07,Payroll,ADP,USD,GL-7013,CC-27,mock_enterprise_spend.csv
2024-01-26,33180.1,Marketing,MARKETO,USD,GL-4878,CC-19,mock_enterprise_spend.csv
2024-01-26,18394.82,Marketing,MARKETO,USD,GL-9005,CC-91,mock_enterprise_spend.csv
2024-01-26,4616.89,Travel & Expenses,DELTA,USD,GL-1818,CC-10,mock_enterprise_spend.csv
2024-01-26,3372.23,Logistics,FEDEX,USD,GL-8364,CC-59,mock_enterprise_spend.csv
2024-01-26,3836.17,Office Supplies,OFFICE DEPOT,USD,GL-7302,CC-94,mock_enterprise_spend.csv
2024-01-27,870.45,Office Supplies,STAPLES,USD,GL-8693,CC-99,mock_enterprise_spend.csv
2024-01-27,2050.49,Logistics,FEDEX,USD,GL-5906,CC-46,mock_enterprise_spend.csv
2024-01-27,4365.97,Office Supplies,AMAZON BUSINESS,USD,GL-2472,CC-76,mock_enterprise_spend.csv
2024-01-27,11493.36,Cloud Infrastructure,AZURE,USD,GL-4178,CC-52,mock_enterprise_spend.csv
2024-01-27,3362.54,Logistics,UPS,USD,GL-9391,CC-57,mock_enterprise_spend.csv
2024-01-27,195510.86,Payroll,ADP,USD,GL-1557,CC-79,mock_enterprise_spend.csv
2024-01-27,16778.04,Cloud Infrastructure,AWS,USD,GL-2903,CC-83,mock_enterprise_spend.csv
2024-01-28,99245.3,Cloud Infrastructure,SNOWFLAKE,USD,GL-2478,CC-52,mock_enterprise_spend.csv
2024-01-28,6204.48,Marketing,MARKETO,USD,GL-4644,CC-39,mock_enterprise_spend.csv
2024-01-28,2598.35,Office Supplies,STAPLES,USD,GL-6483,CC-20,mock_enterprise_spend.csv
2024-01-28,1007.5,Travel & Expenses,UBER,USD,GL-3027,CC-79,mock_enterprise_spend.csv
2024-01-28,12122.12,Payroll,ADP,USD,GL-9233,CC-83,mock_enterprise_spend.csv
2024-01-28,2200.3,Office Supplies,WBMASON,USD,GL-9186,CC-21,mock_enterprise_spend.csv
2024-01-28,4389.99,Travel & Expenses,DELTA,USD,GL-2710,CC-16,mock_enterprise_spend.csv
2024-01-28,17534.29,Legal,SKADDEN,USD,GL-1745,CC-30,mock_enterprise_spend.csv
2024-01-28,28784.31,Legal,WILSON SONSINI,USD,GL-1020,CC-27,mock_enterprise_spend.csv
2024-01-28,2037.24,Travel & Expenses,UBER,USD,GL-8226,CC-47,mock_enterprise_spend.csv
2024-01-28,45171.79,Cloud Infrastructure,SNOWFLAKE,USD,GL-8336,CC-34,mock_enterprise_spend.csv
2024-01-28,31472.93,Legal,LATHAM & WATKINS,USD,GL-3947,CC-29,mock_enterprise_spend.csv
2024-01-29,2024.17,Travel & Expenses,MARRIOTT,USD,GL-8580,CC-83,mock_enterprise_spend.csv
2024-01-29,16795.34,Marketing,GOOGLE ADS,USD,GL-5230,CC-43,mock_enterprise_spend.csv
2024-01-29,15247.08,Professional Services,SLALOM,USD,GL-6978,CC-24,mock_enterprise_spend.csv
2024-01-29,1860.12,Office Supplies,WBMASON,USD,GL-9871,CC-59,mock_enterprise_spend.csv
2024-01-29,2924.19,Logistics,RYDER,USD,GL-9161,CC-88,mock_enterprise_spend.csv
2024-01-29,30663.0,Payroll,RIPPLING,USD,GL-3033,CC-69,mock_enterprise_spend.csv
2024-01-29,15182.54,Marketing,LINKEDIN ADS,USD,GL-7852,CC-19,mock_enterprise_spend.csv
2024-01-30,7711.07,Payroll,RIPPLING,USD,GL-5227,CC-56,mock_enterprise_spend.csv
2024-01-30,12729.67,Payroll,PAYCHEX,USD,GL-3949,CC-76,mock_enterprise_spend.csv
2024-01-30,4565.43,Office Supplies,WBMASON,USD,GL-8469,CC-43,mock_enterprise_spend.csv
2024-01-30,893.64,SaaS,SALESFORCE,USD,GL-3458,CC-79,mock_enterprise_spend.csv
2024-01-30,60673.66,Payroll,RIPPLING,USD,GL-1984,CC-91,mock_enterprise_spend.csv
2024-01-31,2728.51,Travel & Expenses,MARRIOTT,USD,GL-8644,CC-94,mock_enterprise_spend.csv
2024-01-31,2147.66,Office Supplies,STAPLES,USD,GL-8502,CC-38,mock_enterprise_spend.csv
2024-01-31,5287.47,Cloud Infrastructure,SNOWFLAKE,USD,GL-8901,CC-73,mock_enterprise_spend.csv
2024-01-31,2410.66,Logistics,RYDER,USD,GL-5510,CC-86,mock_enterprise_spend.csv
2024-01-31,4138.59,Travel & Expenses,UBER,USD,GL-3004,CC-76,mock_enterprise_spend.csv
2024-01-31,3428.61,Payroll,RIPPLING,USD,GL-9306,CC-94,mock_enterprise_spend.csv
2024-01-31,1659.69,Travel & Expenses,LYFT,USD,GL-2567,CC-90,mock_enterprise_spend.csv
2024-01-31,10175.32,SaaS,DOCUSIGN,USD,GL-6515,CC-85,mock_enterprise_spend.csv
2024-02-01,42450.15,Marketing,HUBSPOT,USD,GL-2785,CC-92,mock_enterprise_spend.csv
2024-02-01,231.73,Travel & Expenses,AMERICAN AIRLINES,USD,GL-4709,CC-83,mock_enterprise_spend.csv
2024-02-01,446.52,Logistics,FEDEX,USD,GL-7468,CC-90,mock_enterprise_spend.csv
2024-02-01,31486.47,Legal,SKADDEN,USD,GL-3663,CC-58,mock_enterprise_spend.csv
